cleaned_text,label,category_encoded
"French boss to leave EADS  The French co-head of European defence and aerospace group EADS Philippe Camus is to leave his post.  Mr Camus said in a statement that he has accepted the invitation to return full-time to the Lagardere group, which owns 30% of EADS. ""I will give up my role as soon as the board of directors asks me to do so,"" he said. Airbus head Noel Forgeard is now set to replace Mr Camus, bringing the companys power struggle to an end. Fighting between Mr Camus and Mr Forgeard has hit the headlines in France and analysts feared that this fighting could destabilise the defence and aerospace group. French finance minister Herve Gaymard is on record as saying that he ""deplored"" the infighting at the company. The company should now be able put this dispute behind it, with the departure of Mr Camus and with the clear support given to Mr Forgeard by the Lagardere group, the main French shareholder of EADS. The other main shareholders of EADS are the French government (15%) , who also support Mr Forgeard, and Germanys DaimlerChrysler (30%). Rainer Hertrich, the German co-head of EADS will also step down when his contract expires next year.  Mr Camus recently came under pressure as it became clear that the A380 superjumbo was running over budget. EADS - Airbus majority owner - admitted earlier this week that the project was running 1.45bn euros (xc2xa31bn; $1.9bn) over budget. But Mr Forgeard has denied this, telling French media that there is no current overrun in the budget. ""But for the sake of transparency, we told our shareholders last week that if we look at the forecast for total costs of the project up to 2010, there is a risk that we will go over by around 10%, which is about 1bn euros (xc2xa3686m; $1.32bn),"" he told Frances LCI Television. Due to enter service in 2006, the A380 will replace the Boeing 747 jumbo as the worlds biggest passenger aircraft. ",business,3
"Hariri killing hits Beirut shares  Shares in Solidere, the Lebanese company founded by assassinated former prime minister Rafik Hariri, fell 15% in renewed trading in Beirut.  The real estate firm, which dominates Lebanons stock exchange, ended the day down at $8.08. Traders said there was some panic selling during Fridays session, the first since a three-day market closure to mourn the death of Mr Hariri. Beiruts benchmark BLOM stock index closed down 7.9% at 642.80.  Solidere, in which Mr Hariri was a major shareholder, was the major drag on the index. The company owns much of the property in central Beirut, which it restored and redeveloped following the end of Lebanons bitter 15-year civil war. ""Solidere should be above $10 but because of this disaster it is falling,"" said one trader. ""If Solidere drops much lower I would consider it a buying opportunity. This is a very big company held by many Lebanese."" Critics had accused Mr Hariri of using Lebanons post-war reconstruction drive for his personal financial gain. But his assassination on Monday sent shudders through Lebanons business community, which saw the billionaire tycoon as the countrys best hope for economic revival. Solidere posted profits of $12.5m in the first half of 2004, and its shares had been gaining in recent months. ",business,3
"Markets signal Brazilian recovery  The Brazilian stock market has risen to a record high as investors display growing confidence in the durability of the countrys economic recovery.  The main Bovespa index on the Sao Paolo Stock Exchange closed at 24,997 points on Friday, topping the previous record market close reached the previous day. The markets buoyancy reflects optimism about the Brazilian economy, which could grow by as much as 4.5% in 2004. Brazil is recovering from last years recession - its worst in a decade.  Economic output declined 0.2% in 2003 and President Luiz Inacio Lula da Silva - elected as Brazils first working-class president in 2002 - was strongly criticised for pursuing a hardline economic policy.  Investors have praised his handling of the economy as foreign investment has risen, unemployment has fallen and inflation has been brought under control. Analysts believe the stock market will rise above the 25,000 mark for the first time before too long. ""There should be more space for gains until the end of the year, somewhere up to 27,000 points,"" said Paschoal Tadeu Buonomo, head of equities trading at brokers TOV. Brazils currency, the real, also rose to its highest level against the dollar in more than two years on Friday. Although interest rates still stand at a punitive 17.25%, inflation has fallen from 9% to 7% while exports are booming, particularly of agricultural products. ""For the first time in decades, we have all three economic policy pillars in line during a recovery,"" Finance Minister Antonio Palocci told the Associated Press news agency. ""Government accounts are in surplus, we have a current account surplus and inflation is under control.""  Investors were deeply suspicious of President da Silva, a former trade union leader who campaigned on a programme of extensive land redistribution and a large rise in the minimum wage. However, Mr da Silva has stuck to an orthodox monetary policy inherited from his predecessor even in the face of last years economic crisis. This has earned him the disapproval of rural farm workers, thousands of whom who took to the streets of Brasilia on Thursday to protest against government policies. President da Silva has defended his policies, arguing that Brazil cannot afford to continue the cycle of boom and bust which afflicted it in recent decades. ",business,3
"Ban on forced retirement under 65  Employers will no longer be able to force workers to retire before 65, unless they can justify it.  The government has announced that firms will be barred from 2006 from imposing arbitrary retirement ages. Under new European age discrimination rules, a default retirement age of 65 will be introduced. Workers will be permitted to request staying on beyond this compulsory retirement age, although employers will have the right to refuse. Trade and Industry Secretary Patricia Hewitt said people would not be forced to work longer than they wanted, saying the default age was not a statutory, compulsory retirement age. She said employers would be free to continue employing people for as long as they were competent.  Under age discrimination proposals from the Department of Trade and Industry last year workers were to be allowed to work on till 70 if they wished.  Business leaders had opposed the plan as they said it would be too costly and cumbersome. The British Chambers of Commerce welcomed the latest proposal. ""This move today is the best of both worlds,"" it said. ""Employers have the ability to define the end point of the employer-employee relationship and employees have flexibility with a right to request to work past the age of 65."" But Age Concern said imposing a retirement age of 65 was ""cowardly"" and a ""complete u-turn"". ""This makes a mockery of the Governments so-called commitment to outlawing ageism, leaving the incoming age discrimination law to unravel,"" said Gordon Lishman, director general of Age Concern England . ""It is now inevitable that older people will mount legal challenges to the decision using European law."" The decision will have no impact on the age at which workers can collect their state pension, the government has said. ",business,3
"Ukraine trims privatisation check  Ukraine is to review ""dozens"" of state asset sales as the countrys new administration tackles corruption.  The figure announced by President Viktor Yushchenko is less than the 3,000 cases mentioned last week, but will cover many of the biggest deals. Ukraine recently ousted long-serving leader Leonid Kuchma and has said it wants closer European Union links. In a separate statement, the EU said that the US should back Ukraines entry into the World Trade Organisation. The comments came as Viktor Yushchenko prepared to head to Brussels to meet with US President George W Bush and other North Atlantic Treaty Organisation (Nato) leaders. He is the only non-Nato member leader invited to attend the summit.  Mr Yushchenko recently defeated Moscow-backed presidential candidate and Prime Minister Viktor Yanukovych at the polls, and has made no secret of his wish to fight corruption and make Ukraine more transparent.  Earlier this month, new Prime Minister Yulia Tymoshenko said as many as 3,000 firms may have their privatisations put under the spotlight. Her comments raised concerns among a number of investors and Mr Yushchenko was seen on Monday as trying to soothe their frayed nerves. ""We acknowledge that business in Ukraine is now shaped and 98% of privatisations were carried out according to the law,"" Mr Yushchenko said on Monday. ""We have trust in this business and want to defend it by law,"" he continued, adding that any review would focus on ""dozens of companies, not hundreds or thousands"". He cited last years sale of Ukrainian steel producer Krivorizhstal as one that had raised concerns. It was sold in June 2004 to a consortium that included Viktor Pinchuk, son-in-law of former-President Kuchma, and Rinat Akhmetov, the countrys richest man, for $800m (xc2xa3424m) - despite other higher offers.  Vice-Prime Minister Oleg Rybachuk called on the EU to recognise the steps that Ukraine was taking, fearing that should the country not be rewarded for its efforts there may be a backlash against closer relations with Brussels. He said that while he understood that Ukraine was not ready for EU membership, the country needed to see progress on topics such as trade and visa requirements. ""We deserve an honest response,"" Mr Rybachuk told the Associated Press in an interview. ""We understand the difficulties. We refuse to understand double standards."" Ukraine may find it has a sympathetic ear in Brussels ""The EU has reiterated that we support (Ukraines) fast accession to the WTO and if possible we would like that to happen some time during the year,"" said Claude Veron-Reville, a spokesman for EU trade commissioner Peter Mandelson. ""We have said as much to the Americans. We feel that it is important for us all to pull together for Ukraine to be allowed into the WTO. Mr Yushchenko was careful not to turn his back on Russia, which borders the country to the east, saying it was important to maintain pragmatic ties with Moscow. ""Russia is Ukraines eternal strategic partner,"" Mr Yushchenko said. ",business,3
"Water firm Suez in Argentina row  A conflict between the Argentine State and water firm Aguas Argentinas, controlled by Frances Suez, is casting doubt on the firms future.  The firm, which serves the province of Buenos Aires, wants a tariff rise of 60% to fund water-supply improvements. The government has rejected the 60% rise and wants Aguas Argentinas to make an annual investment of 400m pesos ($136m; xc2xa372.3m) in improvements. Planning Minister Julio De Vido has offered State help but not for ""free"".  Mr De Vido said that the Argentine state would not make a contribution ""in the form of a subsidy"".  He has said a contribution could be made in return for a seat on the companys board. He added that the government is in discussions with Aguas Argentinas about what role it might take in the event that a State contribution is agreed. However, Aguas Argentinas told the Argentine newspaper Clarin it would not accept any change to its legal structure and, in practice, this rules out State participation on its board. The Planning Minister didnt rule out the possibility of cancelling Aguas Argentinas water concession. Yet he added that he didnt like to do ""futurology"". But last week, Argentine Economic Minister, Roberto Lavagna, told the French media in Paris that the government was considering allowing a 16% increase in tariffs and the possibility of a State contribution to Aguas Argentinas infrastructure investments. Speaking in Buenos Aires, Mr De Vido later denied the possibility of any tariff increase and insisted that the annual investment in water infrastructure was at the centre of the discussions. He added that in the coming weeks the future of Aguas Argentinas would be decided. Suez owns 40% of Aguas Argentinas (39.9%), while Spains Aguas de Barcelona is its second biggest shareholder with 25.01%. Recently, Suez lost a water concession in Bolivia after mass protests in the city of El Alto (the poorest in the country), with citizens complaining of unfair water charges. This forced the government to cancel the contract.  In Argentina, Suezs subsidiary, which has been fined for cutting the supply of water during a recent heat wave and allegedly failing to keep up investment to meet the demand for water, has maintained a tense relationship with the Argentine government. During the last financial crisis in Argentina, the firm sued the state alleging that converting its tariffs from US dollars to pesos, and then freezing them during devaluation, had affected the company and made it difficult for it to meet its contractual obligations. When President Nestor Kirchner of Argentina arrived in power he began to negotiate a solution to the disagreements with international utilities operating in Argentina. But he has rejected any tariff increases, alleging this will impoverish citizens further. He has also asked for more investments to meet the growing demand for water. On May 2004, Aguas Argentinas and the government signed an agreement to renegotiate its Buenos Aires water-concession contract. The firm agreed to invest 242m pesos. The issue has attracted European interest. Last week in Paris, President Kirchner discussed this problem and other issues with French president Jacques Chirac. The Argentine government is also under pressure from European Union countries and the International Monetary Fund (IMF) to raise utilities tariffs, because most of the utilities operating in Argentina are European. ",business,3
"India widens access to telecoms  India has raised the limit for foreign direct investment in telecoms companies from 49% to 74%.  Communications Minister Dayanidhi Maran said that there is a need to fund the fast-growing mobile market. The government hopes to increase the number of mobile users from 95 million to between 200 and 250 million by 2007. ""We need at least $20bn (xc2xa310.6bn) in investment and part of this has to come as foreign direct investment,"" said Mr Maran. The decision to raise the limit for foreign investors faced considerable opposition from the communist parties, which give crucial support to the coalition headed by Prime Minister Manmohan Singh. Potential foreign investors will however need government approval before they increase their stake beyond 49%, Mr Maran said. Key positions, such as those of chief executive, chief technology officer and chief financial officer are to be held by Indians, he added.  Analysts and investors have welcomed the government decision. ""It is a positive development for carriers and the investment community, looking to take a longer-term view of the huge growth in the Indian telecoms market,"" said Gartners principal analyst Kobita Desai. ""The FDI relaxation coupled with rapid local market growth could really ignite interest in the Indian telecommunication industry,"" added Ernst and Youngs Sanjay Mehta. Investment bank Morgan Stanley has forecast that Indias mobile market is likely to grow by about 40% a year until 2007. The Indian mobile market is currently dominated by four companies, Bharti Televentures which has allied itself with Singapore Telecom, Essar which is linked with Hong Kong-based Hutchison Whampoa, the Sterling group and the Tata group. ",business,3
"Soros group warns of Kazakh close  The Open Society Institute (OSI), financed by billionaire George Soros, has accused Kazakhstan officials of trying to close down its local office.  A demand for unpaid taxes and fines of $600,000 (xc2xa3425,000) is politically motivated, the OSI claimed, adding that it paid the money in October. The organisation has found itself in trouble after being accused of helping to topple Georgias former president. It denies having any role, but offices have had to close across the region.  The OSI shut its office in Moscow last year and has withdrawn from Uzbekistan and Belarus. In the Ukraine earlier this year, Mr Soros - who took on the Bank of England in the 1990s - and won, was pelted by protestors. ""This legal prosecution can be considered an attempt by the government to force Soros Foundation-Kazakhstan to cease its activities in Kazakhstan and shut its doors for Kazakh citizens and organisations,"" the OSI said.  The OSI aims to promote democratic and open, market-based societies. Since the break up of the Soviet Union in 1991, Kazakhstan has been dominated by its president Nursultan Abish-uly Nazarbayev. He has powers for life, while insulting the president and officials has been made a criminal offence. The government controls the printing presses and most radio and TV transmission facilities. It operates the countrys national radio and TV networks. Recent elections were criticised as flawed and the opposition claimed there was widespread vote rigging. Supporters, however, say he brings much needed stability to a region where Islamic militancy is on the rise. They also credit him with promoting inter-ethnic accord and pushing through harsh reforms. ",business,3
"Quakes economic costs emerging  Asian governments and international agencies are reeling at the potential economic devastation left by the Asian tsunami and floods.  World Bank president James Wolfensohn has said his agency is ""only beginning to grasp the magnitude of the disaster"" and its economic impact. The tragedy has left at least 25,000 people dead, with Sri Lanka, Thailand, India and Indonesia worst hit. Some early estimates of reconstruction costs are starting to emerge. Millions have been left homeless, while businesses and infrastructure have been washed away.  Economists believe several of the 10 countries hit by the giant waves could see a slowdown in growth.  In Sri Lanka, some observers have said that as much as 1% of annual growth may be lost. For Thailand, that figure is much lower at 0.1%. Governments are expected to take steps, such as cutting taxes and increasing spending, to facilitate a recovery.  ""With the enormous displacement of people...there will be a serious relaxation of fiscal policy,"" Glenn Maguire, chief economist for the region at Societe Generale, told Agence France Presse. ""The economic impact of it will certainly be large, but it should not be enough to derail the momentum of the region in 2005,"" he said. ""First and foremost this is a human tragedy."" Indias economy, however, is less likely to slow because the areas hit are some of the least developed. The regional giant has enjoyed strong growth in 2004. But India now faces other problems, with aid workers under pressure to ensure a clean supply of water and sanitation to prevent an outbreak of disease.  Thailands Prime Minister Thaksin Shinawatra has estimated the destruction at 20bn baht ($510m). Analysts said that figure is likely to rise and the countrys tourist industry is likely to be hardest hit. Thailands fishing and real estate sectors also will be affected by Sundays 9.0 magnitude earthquake, which sent huge waves from Malaysia to Africa. Malaysia said as many as 1,000 fishermen will be affected and that damage to the industry will be ""significant"", Agence France Presse reported. Rapid rebuilding will be key to limiting the impact of the tragedy. ""In three months, we should rebuild 70% of the damage in the three worst hit provinces,"" said Juthamas Siriwan, governor of the Tourism Authority of Thailand. The outlook for Sri Lanka is less optimistic, with analysts predicting that the countrys tourist industry will struggle to recovery quickly. Tourism is a vital to many developing countries, providing jobs for 19 million people in the south east Asian region, according to the World Travel and Tourism Council (WTTC). ",business,3
"Criminal probe on Citigroup deals  Traders at US banking giant Citigroup are facing a criminal investigation in Germany over a controversial bond deal.  The deal saw the sale of 11bn euros ($14.4bn; xc2xa37.6bn) of government bonds in a few minutes on 2 August, with 4bn euros-worth then bought back later. The move was widely criticised at the time, and now the German regulator has said it has found evidence of possible market manipulation. Citigroup said it would continue to co-operate fully with the authorities. ""We are disappointed that the BaFin has referred to the prosecutor the question of whether action should be brought against individuals involved,"" Citigroup said. If the traders are found guilty, they could face a five-year jail term or a fine, Reuters reported BaFin as saying. However, under German criminal law, prosecutors cannot pursue Citigroup itself.  Germanys financial watchdog BaFin told BBC News it had now transferred the investigation to the public prosecutor. ""I can confirm that BaFin has passed through the case to the public prosecutor,"" a BaFin spokeswoman said. ""It is now a criminal investigation."" ""We found clues of possible market manipulation,"" the spokeswoman said, which included signs of linked bond trading ahead of the main trades on 2 August. ""Germanys Securities Trading Act says that if BaFin finds such clues, it has to put the case in the hands of the prosecutor."" Regulatory investigations are still going on in France, the UK and elsewhere. Some Citigroup operations elsewhere in the world came under regulatory criticism in 2004. Its private banking operation in Japan was closed down by regulators in Tokyo after an ""aggressive sales culture"" led the bank to flout anti-money laundering rules. ",business,3
"Jobs growth still slow in the US  The US created fewer jobs than expected in January, but a fall in jobseekers pushed the unemployment rate to its lowest level in three years.  According to Labor Department figures, US firms added only 146,000 jobs in January. The gain in non-farm payrolls was below market expectations of 190,000 new jobs. Nevertheless it was enough to push down the unemployment rate to 5.2%, its lowest level since September 2001. The job gains mean that President Bush can celebrate - albeit by a very fine margin - a net growth in jobs in the US economy in his first term in office. He presided over a net fall in jobs up to last Novembers Presidential election - the first President to do so since Herbert Hoover. As a result, job creation became a key issue in last years election. However, when adding December and Januarys figures, the administrations first term jobs record ended in positive territory.  The Labor Department also said it had revised down the jobs gains in December 2004, from 157,000 to 133,000.  Analysts said the growth in new jobs was not as strong as could be expected given the favourable economic conditions. ""It suggests that employment is continuing to expand at a moderate pace,"" said Rick Egelton, deputy chief economist at BMO Financial Group. ""We are not getting the boost to employment that we would have got given the low value of the dollar and the still relatively low interest rate environment."" ""The economy is producing a moderate but not a satisfying amount of job growth,"" said Ken Mayland, president of ClearView Economics. ""That means there are a limited number of new opportunities for workers."" ",business,3
